method,display_name,path,true_class,pred_class,confidence
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,pale_pink,green_immature,0.7859914898872375
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_111306.jpg,pale_pink,green_immature,0.7856906652450562
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_111630.jpg,pale_pink,pink_turns_purple,0.7836425304412842
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.7792794108390808
berrymtl_unified,BerryMTL-ConvNeXtV2 (ours),.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,fully_ripe,green_immature,0.7781717777252197
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,pale_pink,0.991266429424286
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\20260430_111630.jpg,pale_pink,pink_turns_purple,0.9903218150138856
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\20260430_111630.jpg,fully_ripe,pink_turns_purple,0.9903167486190796
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,pale_pink,0.9896767735481262
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\20260430_110757.jpg,pink_turns_purple,pale_pink,0.9894262552261353
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,fully_ripe,pink_turns_purple,0.9891828894615172
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,pink_turns_purple,pale_pink,0.9878117442131042
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,pink_turns_purple,pale_pink,0.9845991134643556
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,fully_ripe,over_ripe,0.984078884124756
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\20260430_113229.jpg,pink_turns_purple,pale_pink,0.9840009212493896
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,fully_ripe,over_ripe,0.9836636781692504
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,fully_ripe,over_ripe,0.9827862977981568
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\20260430_113919.jpg,pale_pink,pink_turns_purple,0.982677400112152
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,fully_ripe,over_ripe,0.980886936187744
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,fully_ripe,over_ripe,0.9804894924163818
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,fully_ripe,over_ripe,0.980272889137268
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,fully_ripe,over_ripe,0.9802243709564208
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,fully_ripe,over_ripe,0.9788691401481628
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,pink_turns_purple,pale_pink,0.9775373935699464
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,fully_ripe,over_ripe,0.9769195318222046
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,fully_ripe,over_ripe,0.9768773317337036
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,fully_ripe,over_ripe,0.9765955209732056
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,fully_ripe,over_ripe,0.9759986400604248
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,fully_ripe,over_ripe,0.9753968715667723
berrymtl_roi_attention,BerryMTL-ROI-Attention (ours),.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,fully_ripe,over_ripe,0.9750660061836244
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_111630.jpg,fully_ripe,green_immature,0.9747793674468994
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_111135.jpg,pale_pink,pink_turns_purple,0.9609529376029968
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.9586803317070008
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_110635.jpg,over_ripe,fully_ripe,0.9553762078285216
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_111630.jpg,pale_pink,pink_turns_purple,0.953724205493927
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_114129.jpg,pink_turns_purple,pale_pink,0.9518834352493286
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.9496851563453674
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_105607.jpg,over_ripe,fully_ripe,0.9449387788772584
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_114008.jpg,fully_ripe,green_immature,0.9403291940689088
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_112502.jpg,fully_ripe,green_immature,0.938263773918152
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.935307800769806
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113507.jpg,fully_ripe,pink_turns_purple,0.9351820349693298
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,pale_pink,green_immature,0.9345861673355104
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_110635.jpg,over_ripe,fully_ripe,0.9342390298843384
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113229.jpg,green_immature,fully_ripe,0.934194803237915
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113919.jpg,over_ripe,fully_ripe,0.9341561198234558
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_115015.jpg,green_immature,pink_turns_purple,0.9331310987472534
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_110757.jpg,fully_ripe,green_immature,0.9326432943344116
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113919.jpg,pale_pink,pink_turns_purple,0.9323669672012328
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_105507.jpg,fully_ripe,pink_turns_purple,0.9310228228569032
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.9307548999786376
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_114516.jpg,fully_ripe,pink_turns_purple,0.9293274879455566
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.9277414083480836
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.9265004992485046
berrymtl_roi_attention_ft,BerryMTL-ROI-Attention FT (ours),.\data\combined_514\images\20260430_110635.jpg,over_ripe,fully_ripe,0.9257787466049194
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113229.jpg,pink_turns_purple,pale_pink,0.9667015671730042
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_110757.jpg,pink_turns_purple,pale_pink,0.9665414094924928
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_114527.jpg,green_immature,pale_pink,0.9615726470947266
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.945971667766571
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113345.jpg,pale_pink,green_immature,0.9428479671478271
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_105607.jpg,over_ripe,fully_ripe,0.9424827098846436
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.9400662779808044
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_110647.jpg,over_ripe,fully_ripe,0.9395321607589722
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_110635.jpg,over_ripe,fully_ripe,0.93840891122818
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_105607.jpg,pale_pink,pink_turns_purple,0.9367127418518066
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_105507.jpg,pink_turns_purple,fully_ripe,0.9360520243644714
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113251.jpg,over_ripe,fully_ripe,0.9349424839019777
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113919.jpg,over_ripe,fully_ripe,0.9340785145759584
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113229.jpg,green_immature,fully_ripe,0.933258891105652
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,fully_ripe,0.9330764412879944
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_110635.jpg,over_ripe,fully_ripe,0.9326627254486084
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.9325668811798096
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_105507.jpg,fully_ripe,pink_turns_purple,0.9310979843139648
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_111122.jpg,over_ripe,fully_ripe,0.930454432964325
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_111630.jpg,fully_ripe,green_immature,0.9300546050071716
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_114546.jpg,pale_pink,green_immature,0.9274107217788696
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113919.jpg,over_ripe,fully_ripe,0.926235556602478
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113251.jpg,over_ripe,fully_ripe,0.925776183605194
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_114008.jpg,fully_ripe,green_immature,0.9227527976036072
berrymtl_centerdet,BerryMTL-CenterDet (ours),.\data\combined_514\images\20260430_113251.jpg,over_ripe,fully_ripe,0.922569990158081
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_113229.jpg,pink_turns_purple,pale_pink,0.973076105117798
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_105607.jpg,pale_pink,pink_turns_purple,0.9714100956916808
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_110757.jpg,pink_turns_purple,pale_pink,0.9671151638031006
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_105507.jpg,fully_ripe,pink_turns_purple,0.9644427299499512
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_111507.jpg,over_ripe,pink_turns_purple,0.9640523195266724
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_111630.jpg,pale_pink,pink_turns_purple,0.9624059200286864
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_114051.jpg,pale_pink,pink_turns_purple,0.9619380831718444
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_105607.jpg,over_ripe,fully_ripe,0.9610124230384828
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,over_ripe,pink_turns_purple,0.9605743885040284
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_111941.jpg,pale_pink,pink_turns_purple,0.9604749083518982
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.9580449461936952
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,pale_pink,pink_turns_purple,0.9572812914848328
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_113229.jpg,green_immature,fully_ripe,0.9568676352500916
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,fully_ripe,0.9566269516944884
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.9563798904418944
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_105507.jpg,pink_turns_purple,fully_ripe,0.9541955590248108
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_110647.jpg,over_ripe,fully_ripe,0.9533599019050598
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.9531626105308532
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,over_ripe,fully_ripe,0.9524176716804504
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_113919.jpg,over_ripe,fully_ripe,0.9514678716659546
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,over_ripe,fully_ripe,0.9483351707458496
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.9482879042625428
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_114516.jpg,fully_ripe,pink_turns_purple,0.947579860687256
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_114516.jpg,fully_ripe,pink_turns_purple,0.9467865228652954
berrymtl_centerdet_plus,BerryMTL-CenterDet+Contrastive (ours),.\data\combined_514\images\20260430_114527.jpg,green_immature,pale_pink,0.9454360008239746
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_105507.jpg,fully_ripe,pink_turns_purple,0.98891419172287
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_111941.jpg,pale_pink,pink_turns_purple,0.9875760078430176
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,over_ripe,pink_turns_purple,0.987222135066986
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,pink_turns_purple,pale_pink,0.98611718416214
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_111109.jpg,pink_turns_purple,pale_pink,0.9860403537750244
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_110757.jpg,pink_turns_purple,pale_pink,0.9860388040542604
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,pale_pink,0.9857692122459412
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,pale_pink,0.9848418235778807
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_114516.jpg,fully_ripe,pink_turns_purple,0.9837098121643066
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,pale_pink,pink_turns_purple,0.9818223714828492
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,pink_turns_purple,pale_pink,0.9817043542861938
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.9803367257118224
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.9793367385864258
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_114516.jpg,fully_ripe,pink_turns_purple,0.9791967272758484
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_113919.jpg,pale_pink,pink_turns_purple,0.9782958626747132
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,pale_pink,0.9772104620933532
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_113507.jpg,fully_ripe,pink_turns_purple,0.9771257638931274
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_105937.jpg,fully_ripe,pink_turns_purple,0.97539085149765
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_113229.jpg,pink_turns_purple,pale_pink,0.9751136302947998
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_114516.jpg,pink_turns_purple,pale_pink,0.9724741578102112
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_113229.jpg,green_immature,fully_ripe,0.9723729491233826
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_111507.jpg,over_ripe,pink_turns_purple,0.9722787141799928
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,fully_ripe,0.9720788598060608
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_113229.jpg,over_ripe,fully_ripe,0.9699409604072572
berrymtl_centerdet_agnostic,BerryMTL-AgnosticCenter+ROI (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,fully_ripe,0.9696307182312012
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,pale_pink,0.989429533481598
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,pale_pink,0.9874430298805236
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_105507.jpg,fully_ripe,pink_turns_purple,0.9856438636779784
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,over_ripe,pink_turns_purple,0.9807892441749572
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_110757.jpg,pink_turns_purple,pale_pink,0.9797616004943848
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_113229.jpg,pink_turns_purple,pale_pink,0.9797139763832092
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,pale_pink,0.9746723175048828
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,pink_turns_purple,pale_pink,0.9723517894744872
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_113919.jpg,pale_pink,pink_turns_purple,0.9699223041534424
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_105529.jpg,pale_pink,pink_turns_purple,0.969835638999939
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_111109.jpg,pink_turns_purple,pale_pink,0.9678338766098022
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_111941.jpg,pale_pink,pink_turns_purple,0.9678003787994384
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_114527.jpg,green_immature,pale_pink,0.9667903780937196
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_113251.jpg,over_ripe,fully_ripe,0.9642285704612732
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_113251.jpg,over_ripe,fully_ripe,0.9641442894935608
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,pink_turns_purple,pale_pink,0.963956654071808
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_111507.jpg,pale_pink,pink_turns_purple,0.9638951420783995
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_114516.jpg,fully_ripe,pink_turns_purple,0.9635835886001588
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_105552.jpg,over_ripe,fully_ripe,0.9627512693405152
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_105607.jpg,pale_pink,pink_turns_purple,0.9619634747505188
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_113229.jpg,green_immature,fully_ripe,0.9617790579795836
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_110647.jpg,over_ripe,fully_ripe,0.9617275595664978
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_114516.jpg,fully_ripe,pink_turns_purple,0.9617264270782472
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_113251.jpg,over_ripe,fully_ripe,0.961433470249176
berrymtl_centerdet_tiletrain,BerryMTL-AgnosticCenter+ROI TileTrain (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,fully_ripe,0.9605364799499512
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,pale_pink,0.9938759207725524
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,pale_pink,0.9921746850013732
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_112502.jpg,green_immature,pale_pink,0.9918851852416992
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_113229.jpg,pink_turns_purple,pale_pink,0.9917783141136168
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_110757.jpg,pink_turns_purple,pale_pink,0.9913018941879272
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,over_ripe,pink_turns_purple,0.9890051484107972
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_105507.jpg,fully_ripe,pink_turns_purple,0.9879283308982848
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_111434.jpg,green_immature,pale_pink,0.9847997426986694
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_111507.jpg,over_ripe,pink_turns_purple,0.983100414276123
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_105529.jpg,pale_pink,pink_turns_purple,0.9826858043670654
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\20260430_110337.jpg,pale_pink,pink_turns_purple,0.9820689558982848
berrymtl_centerdet_decoupled,BerryMTL-DecoupledCenterDet (ours),.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,pink_turns_purple,pale_pink,0.979840874671936
