path,y_true,y_pred,error,abs_error,display_name,method,stem
.\data\combined_514\images\20260430_105805.jpg,18.0,26.46875,8.46875,8.46875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_105805
.\data\combined_514\images\20260430_105937.jpg,53.0,51.0625,-1.9375,1.9375,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_105937
.\data\combined_514\images\20260430_110121.jpg,29.0,37.21875,8.21875,8.21875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110121
.\data\combined_514\images\20260430_110309.jpg,38.0,22.828125,-15.171875,15.171875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110309
.\data\combined_514\images\20260430_110337.jpg,22.0,13.421875,-8.578125,8.578125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110337
.\data\combined_514\images\20260430_110428.jpg,22.0,17.0,-5.0,5.0,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110428
.\data\combined_514\images\20260430_110502.jpg,16.0,13.484375,-2.515625,2.515625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110502
.\data\combined_514\images\20260430_110635.jpg,30.0,29.75,-0.25,0.25,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110635
.\data\combined_514\images\20260430_110647.jpg,60.0,49.21875,-10.78125,10.78125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110647
.\data\combined_514\images\20260430_110740.jpg,30.0,49.0625,19.0625,19.0625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110740
.\data\combined_514\images\20260430_110757.jpg,21.0,17.78125,-3.21875,3.21875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110757
.\data\combined_514\images\20260430_110820.jpg,4.0,2.69921875,-1.30078125,1.30078125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_110820
.\data\combined_514\images\20260430_111052.jpg,10.0,12.75,2.75,2.75,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111052
.\data\combined_514\images\20260430_111109.jpg,36.0,34.75,-1.25,1.25,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111109
.\data\combined_514\images\20260430_111122.jpg,34.0,42.46875,8.46875,8.46875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111122
.\data\combined_514\images\20260430_111129.jpg,56.0,68.1875,12.1875,12.1875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111129
.\data\combined_514\images\20260430_111135.jpg,50.0,43.03125,-6.96875,6.96875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111135
.\data\combined_514\images\20260430_111203.jpg,10.0,14.8203125,4.8203125,4.8203125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111203
.\data\combined_514\images\20260430_111251.jpg,24.0,33.09375,9.09375,9.09375,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111251
.\data\combined_514\images\20260430_111306.jpg,53.0,48.1875,-4.8125,4.8125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111306
.\data\combined_514\images\20260430_111434.jpg,58.0,65.875,7.875,7.875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111434
.\data\combined_514\images\20260430_111507.jpg,45.0,53.84375,8.84375,8.84375,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111507
.\data\combined_514\images\20260430_111630.jpg,60.0,80.8125,20.8125,20.8125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111630
.\data\combined_514\images\20260430_111919.jpg,3.0,4.66796875,1.66796875,1.66796875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111919
.\data\combined_514\images\20260430_111941.jpg,5.0,10.140625,5.140625,5.140625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111941
.\data\combined_514\images\20260430_111952.jpg,24.0,22.359375,-1.640625,1.640625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_111952
.\data\combined_514\images\20260430_112049.jpg,23.0,37.0,14.0,14.0,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_112049
.\data\combined_514\images\20260430_112103.jpg,23.0,28.4375,5.4375,5.4375,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_112103
.\data\combined_514\images\20260430_112241.jpg,40.0,29.0,-11.0,11.0,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_112241
.\data\combined_514\images\20260430_112314.jpg,61.0,63.1875,2.1875,2.1875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_112314
.\data\combined_514\images\20260430_112502.jpg,142.0,79.1875,-62.8125,62.8125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_112502
.\data\combined_514\images\20260430_112536.jpg,13.0,7.40625,-5.59375,5.59375,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_112536
.\data\combined_514\images\20260430_113032.jpg,18.0,22.25,4.25,4.25,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113032
.\data\combined_514\images\20260430_113107.jpg,37.0,31.828125,-5.171875,5.171875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113107
.\data\combined_514\images\20260430_113229.jpg,56.0,64.6875,8.6875,8.6875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113229
.\data\combined_514\images\20260430_113251.jpg,13.0,24.15625,11.15625,11.15625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113251
.\data\combined_514\images\20260430_113345.jpg,11.0,21.046875,10.046875,10.046875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113345
.\data\combined_514\images\20260430_113507.jpg,16.0,11.265625,-4.734375,4.734375,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113507
.\data\combined_514\images\20260430_113627.jpg,44.0,39.03125,-4.96875,4.96875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113627
.\data\combined_514\images\20260430_113730.jpg,51.0,35.875,-15.125,15.125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113730
.\data\combined_514\images\20260430_113818.jpg,33.0,31.5,-1.5,1.5,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113818
.\data\combined_514\images\20260430_113824.jpg,40.0,35.875,-4.125,4.125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113824
.\data\combined_514\images\20260430_113919.jpg,92.0,76.8125,-15.1875,15.1875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_113919
.\data\combined_514\images\20260430_114008.jpg,34.0,34.125,0.125,0.125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114008
.\data\combined_514\images\20260430_114051.jpg,26.0,25.3125,-0.6875,0.6875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114051
.\data\combined_514\images\20260430_114124.jpg,80.0,72.9375,-7.0625,7.0625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114124
.\data\combined_514\images\20260430_114129.jpg,21.0,15.609375,-5.390625,5.390625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114129
.\data\combined_514\images\20260430_114341.jpg,34.0,34.03125,0.03125,0.03125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114341
.\data\combined_514\images\20260430_114516.jpg,29.0,23.984375,-5.015625,5.015625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114516
.\data\combined_514\images\20260430_114527.jpg,23.0,18.953125,-4.046875,4.046875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114527
.\data\combined_514\images\20260430_114546.jpg,140.0,73.8125,-66.1875,66.1875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114546
.\data\combined_514\images\20260430_114601.jpg,41.0,26.6875,-14.3125,14.3125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114601
.\data\combined_514\images\20260430_114650.jpg,19.0,26.328125,7.328125,7.328125,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_114650
.\data\combined_514\images\20260430_115015.jpg,12.0,8.34375,-3.65625,3.65625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_115015
.\data\combined_514\images\20260430_115039.jpg,2.0,10.46875,8.46875,8.46875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_115039
.\data\combined_514\images\20260430_115223.jpg,25.0,23.609375,-1.390625,1.390625,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_115223
.\data\combined_514\images\20260430_115310.jpg,28.0,23.3125,-4.6875,4.6875,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_115310
.\data\combined_514\images\20260430_115351.jpg,18.0,22.59375,4.59375,4.59375,BerryMTL-AgnosticCenter+ROI TileTrain (ours),berrymtl_centerdet_tiletrain,20260430_115351
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,30.828125,-123.171875,123.171875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00007_20260212_161655_f00000198_t000006.601s
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,31.421875,-104.578125,104.578125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00019_20260212_161655_f00000327_t000010.901s
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,31.421875,-142.578125,142.578125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00082_20260212_161655_f00001136_t000037.870s
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,31.421875,-123.578125,123.578125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00127_20260212_161655_f00001703_t000056.772s
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,31.671875,-164.328125,164.328125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00140_20260212_161655_f00001835_t000061.173s
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,31.515625,-111.484375,111.484375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00223_20260212_161655_f00002878_t000095.943s
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,31.359375,-139.640625,139.640625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00227_20260212_161655_f00002930_t000097.676s
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,31.640625,-99.359375,99.359375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00246_20260212_161655_f00003255_t000108.511s
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,31.34375,-140.65625,140.65625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00257_20260212_161655_f00003374_t000112.478s
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,31.15625,-101.84375,101.84375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00321_20260212_164110_f00000473_t000015.769s
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,31.46875,-54.53125,54.53125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,31.21875,-237.78125,237.78125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s
.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,269.0,31.015625,-237.984375,237.984375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s
.\data\combined_514\images\20260430_105347.jpg,51.0,31.15625,-19.84375,19.84375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_105347
.\data\combined_514\images\20260430_105507.jpg,38.0,30.109375,-7.890625,7.890625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_105507
.\data\combined_514\images\20260430_105529.jpg,23.0,31.234375,8.234375,8.234375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_105529
.\data\combined_514\images\20260430_105552.jpg,102.0,31.5625,-70.4375,70.4375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_105552
.\data\combined_514\images\20260430_105607.jpg,33.0,30.765625,-2.234375,2.234375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_105607
.\data\combined_514\images\20260430_105707.jpg,33.0,31.578125,-1.421875,1.421875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_105707
.\data\combined_514\images\20260430_105805.jpg,18.0,31.4375,13.4375,13.4375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_105805
.\data\combined_514\images\20260430_105937.jpg,53.0,31.484375,-21.515625,21.515625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_105937
.\data\combined_514\images\20260430_110121.jpg,29.0,31.078125,2.078125,2.078125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110121
.\data\combined_514\images\20260430_110309.jpg,38.0,30.625,-7.375,7.375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110309
.\data\combined_514\images\20260430_110337.jpg,22.0,20.84375,-1.15625,1.15625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110337
.\data\combined_514\images\20260430_110428.jpg,22.0,30.78125,8.78125,8.78125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110428
.\data\combined_514\images\20260430_110502.jpg,16.0,22.46875,6.46875,6.46875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110502
.\data\combined_514\images\20260430_110635.jpg,30.0,31.0,1.0,1.0,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110635
.\data\combined_514\images\20260430_110647.jpg,60.0,31.3125,-28.6875,28.6875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110647
.\data\combined_514\images\20260430_110740.jpg,30.0,31.359375,1.359375,1.359375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110740
.\data\combined_514\images\20260430_110757.jpg,21.0,27.390625,6.390625,6.390625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110757
.\data\combined_514\images\20260430_110820.jpg,4.0,-0.6494140625,-4.6494140625,4.6494140625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_110820
.\data\combined_514\images\20260430_111052.jpg,10.0,23.515625,13.515625,13.515625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111052
.\data\combined_514\images\20260430_111109.jpg,36.0,31.53125,-4.46875,4.46875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111109
.\data\combined_514\images\20260430_111122.jpg,34.0,31.359375,-2.640625,2.640625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111122
.\data\combined_514\images\20260430_111129.jpg,56.0,31.484375,-24.515625,24.515625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111129
.\data\combined_514\images\20260430_111135.jpg,50.0,31.1875,-18.8125,18.8125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111135
.\data\combined_514\images\20260430_111203.jpg,10.0,19.5625,9.5625,9.5625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111203
.\data\combined_514\images\20260430_111251.jpg,24.0,31.25,7.25,7.25,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111251
.\data\combined_514\images\20260430_111306.jpg,53.0,31.640625,-21.359375,21.359375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111306
.\data\combined_514\images\20260430_111434.jpg,58.0,31.609375,-26.390625,26.390625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111434
.\data\combined_514\images\20260430_111507.jpg,45.0,31.546875,-13.453125,13.453125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111507
.\data\combined_514\images\20260430_111630.jpg,60.0,31.0,-29.0,29.0,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111630
.\data\combined_514\images\20260430_111919.jpg,3.0,5.7578125,2.7578125,2.7578125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111919
.\data\combined_514\images\20260430_111941.jpg,5.0,11.640625,6.640625,6.640625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111941
.\data\combined_514\images\20260430_111952.jpg,24.0,28.765625,4.765625,4.765625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_111952
.\data\combined_514\images\20260430_112049.jpg,23.0,31.4375,8.4375,8.4375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_112049
.\data\combined_514\images\20260430_112103.jpg,23.0,31.609375,8.609375,8.609375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_112103
.\data\combined_514\images\20260430_112241.jpg,40.0,31.265625,-8.734375,8.734375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_112241
.\data\combined_514\images\20260430_112314.jpg,61.0,31.359375,-29.640625,29.640625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_112314
.\data\combined_514\images\20260430_112502.jpg,142.0,31.5,-110.5,110.5,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_112502
.\data\combined_514\images\20260430_112536.jpg,13.0,7.56640625,-5.43359375,5.43359375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_112536
.\data\combined_514\images\20260430_113032.jpg,18.0,26.640625,8.640625,8.640625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113032
.\data\combined_514\images\20260430_113107.jpg,37.0,31.46875,-5.53125,5.53125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113107
.\data\combined_514\images\20260430_113229.jpg,56.0,31.328125,-24.671875,24.671875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113229
.\data\combined_514\images\20260430_113251.jpg,13.0,28.75,15.75,15.75,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113251
.\data\combined_514\images\20260430_113345.jpg,11.0,31.015625,20.015625,20.015625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113345
.\data\combined_514\images\20260430_113507.jpg,16.0,24.15625,8.15625,8.15625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113507
.\data\combined_514\images\20260430_113627.jpg,44.0,31.65625,-12.34375,12.34375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113627
.\data\combined_514\images\20260430_113730.jpg,51.0,30.671875,-20.328125,20.328125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113730
.\data\combined_514\images\20260430_113818.jpg,33.0,30.921875,-2.078125,2.078125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113818
.\data\combined_514\images\20260430_113824.jpg,40.0,31.015625,-8.984375,8.984375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113824
.\data\combined_514\images\20260430_113919.jpg,92.0,31.203125,-60.796875,60.796875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_113919
.\data\combined_514\images\20260430_114008.jpg,34.0,31.484375,-2.515625,2.515625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114008
.\data\combined_514\images\20260430_114051.jpg,26.0,30.875,4.875,4.875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114051
.\data\combined_514\images\20260430_114124.jpg,80.0,30.921875,-49.078125,49.078125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114124
.\data\combined_514\images\20260430_114129.jpg,21.0,29.15625,8.15625,8.15625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114129
.\data\combined_514\images\20260430_114341.jpg,34.0,31.078125,-2.921875,2.921875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114341
.\data\combined_514\images\20260430_114516.jpg,29.0,30.203125,1.203125,1.203125,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114516
.\data\combined_514\images\20260430_114527.jpg,23.0,29.640625,6.640625,6.640625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114527
.\data\combined_514\images\20260430_114546.jpg,140.0,30.0625,-109.9375,109.9375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114546
.\data\combined_514\images\20260430_114601.jpg,41.0,31.0,-10.0,10.0,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114601
.\data\combined_514\images\20260430_114650.jpg,19.0,31.40625,12.40625,12.40625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_114650
.\data\combined_514\images\20260430_115015.jpg,12.0,15.96875,3.96875,3.96875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_115015
.\data\combined_514\images\20260430_115039.jpg,2.0,20.171875,18.171875,18.171875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_115039
.\data\combined_514\images\20260430_115223.jpg,25.0,30.5625,5.5625,5.5625,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_115223
.\data\combined_514\images\20260430_115310.jpg,28.0,29.796875,1.796875,1.796875,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_115310
.\data\combined_514\images\20260430_115351.jpg,18.0,25.484375,7.484375,7.484375,BerryMTL-DecoupledCenterDet (ours),berrymtl_centerdet_decoupled,20260430_115351
.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,154.0,142.875,-11.125,11.125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00007_20260212_161655_f00000198_t000006.601s
.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,136.0,137.125,1.125,1.125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00019_20260212_161655_f00000327_t000010.901s
.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,174.0,173.125,-0.875,0.875,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00082_20260212_161655_f00001136_t000037.870s
.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,155.0,178.5,23.5,23.5,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00127_20260212_161655_f00001703_t000056.772s
.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,196.0,164.5,-31.5,31.5,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00140_20260212_161655_f00001835_t000061.173s
.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,143.0,162.125,19.125,19.125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00223_20260212_161655_f00002878_t000095.943s
.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,171.0,144.875,-26.125,26.125,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00227_20260212_161655_f00002930_t000097.676s
.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,131.0,171.0,40.0,40.0,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00246_20260212_161655_f00003255_t000108.511s
.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,172.0,162.25,-9.75,9.75,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00257_20260212_161655_f00003374_t000112.478s
.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,133.0,125.9375,-7.0625,7.0625,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00321_20260212_164110_f00000473_t000015.769s
.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,86.0,97.0,11.0,11.0,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s
.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,269.0,232.0,-37.0,37.0,BerryMTL-DecoupledCenterDet+ResidualCount (ours),berrymtl_centerdet_decoupled_residual,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s
